Land,Code,Label,Ausfuhr: Wert,Einfuhr: Wert
Tokelau (ab 2001),WA98,Vollständige Fabrikationsanlagen,0,0
Tokelau (ab 2001),WA99,Zusammenstellungen verschiedener Waren,394000,232000
Tonga,WA01,Lebende Tiere,0,5000
Tonga,WA02,Fleisch,0,0
Tonga,WA03,"Fische, Krebs- und Weichtiere",0,129000
Tonga,WA04,"Milch, Milcherzeugnisse, Eier, Honig",111000,0
Tonga,WA05,Andere Waren tierischen Ursprungs,0,0
Tonga,WA06,"Pflanzen, Waren des Blumenhandels",0,0
Tonga,WA07,"Gemüse, Pflanzen für Ernährung",0,0
Tonga,WA08,Genießbare Früchte und Nüsse,0,0
Tonga,WA09,"Kaffee, Tee, Mate, Gewürze",1000,0
Tonga,WA10,Getreide,0,0
Tonga,WA11,"Müllereierzeugnisse, Malz usw.",10000,0
Tonga,WA12,"Ölsamen usw., Heilpflanzen usw.",0,7000
Tonga,WA13,"Schellack, Gummen, Harz, Pflanzensaft",128000,0
Tonga,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,0,0
Tonga,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",0,0
Tonga,WA16,"Zubereitungen von Fleisch, Fisch usw.",0,0
Tonga,WA17,Zucker und Zuckerwaren,0,0
Tonga,WA18,Kakao und Zubereitungen aus Kakao,0,1038000
Tonga,WA19,"Zubereitungen aus Getreide usw., Backwaren",6000,0
Tonga,WA20,"Zubereitungen von Gemüse, Früchten usw.",15000,0
Tonga,WA21,Verschiedene Lebensmittelzubereitungen,2000,0
Tonga,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",5000,0
Tonga,WA23,"Rückstände der Lebensmittelindustrie, Futter",0,0
Tonga,WA24,Tabak,0,0
Tonga,WA25,"Salz, Schwefel, Steine, Erden usw.",28000,31000
Tonga,WA26,"Erze, Schlacken, Aschen",0,0
Tonga,WA27,Mineralische Brennstoffe usw.,0,0
Tonga,WA28,Anorganische chemische Erzeugnisse,1000,0
Tonga,WA29,Organische chemische Erzeugnisse,24000,0
Tonga,WA30,Pharmazeutische Erzeugnisse,71000,0
Tonga,WA31,Düngemittel,0,0
Tonga,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",19000,0
Tonga,WA33,"Etherische Öle, Riech-, Schönheitsmittel",0,0
Tonga,WA34,"Seifen, Waschmittel usw.",0,0
Tonga,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",0,0
Tonga,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Tonga,WA37,Photochemische Erzeugnisse,0,0
Tonga,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,0,0
Tonga,WA39,Kunststoffe und Waren daraus,61000,0
Tonga,WA40,Kautschuk und Waren daraus,12000,0
Tonga,WA41,"Häute, Felle, Leder",0,0
Tonga,WA42,"Lederwaren, Sattlerwaren",15000,0
Tonga,WA43,"Pelzfelle, künstliches Pelzwerk",0,0
Tonga,WA44,"Holz, Holzwaren, Holzkohle",0,0
Tonga,WA45,"Kork, Korkwaren",0,0
Tonga,WA46,"Flechtwaren, Korbmacherwaren",0,0
Tonga,WA47,"Halbstoffe aus Holz usw., Papierabfall",0,0
Tonga,WA48,"Papier, Pappe und Waren daraus",33000,0
Tonga,WA49,"Bücher, Zeitungen, Bilddrucke usw.",55000,0
Tonga,WA50,Seide,0,0
Tonga,WA51,"Wolle, feine und grobe Tierhaare",1000,0
Tonga,WA52,Baumwolle,0,0
Tonga,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Tonga,WA54,Synthetisches oder künstliches Filament,0,0
Tonga,WA55,Synthetische oder künstliche Spinnfaser,0,0
Tonga,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",2000,0
Tonga,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",0,0
Tonga,WA58,"Spezialgewebe, Spitzen, Tapisserien",0,0
Tonga,WA59,"Getränkte, bestrichene usw. Gewebe",12000,0
Tonga,WA60,Gewirke und Gestricke,0,0
Tonga,WA61,"Bekleidung usw. aus Gewirken, Gestricken",123000,0
Tonga,WA62,"Andere Bekleidung, Bekleidungszubehör",5000,1000
Tonga,WA63,"Andere Konfektion, Spinnstoffwaren usw.",9000,0
Tonga,WA64,"Schuhe, Gamaschen, ähnliche Waren",25000,8000
Tonga,WA65,Kopfbedeckungen und Teile davon,0,1000
Tonga,WA66,"Schirme, Gehstöcke usw., Peitschen",0,0
Tonga,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Tonga,WA68,"Waren aus Steinen, Gips, Zement usw.",1000,0
Tonga,WA69,Keramische Waren,0,0
Tonga,WA70,Glas und Glaswaren,4000,0
Tonga,WA71,"Perlen, Edelsteine, Edelmetalle",0,90000
Tonga,WA72,Eisen und Stahl,0,0
Tonga,WA73,Waren aus Eisen oder Stahl,26000,0
Tonga,WA74,Kupfer und Waren daraus,0,0
Tonga,WA75,Nickel und Waren daraus,0,0
Tonga,WA76,Aluminium und Waren daraus,81000,0
Tonga,WA78,Blei und Waren daraus,0,0
Tonga,WA79,Zink und Waren daraus,0,0
Tonga,WA80,Zinn und Waren daraus,0,0
Tonga,WA81,"Andere unedle Metalle, Cermets usw.",0,0
Tonga,WA82,"Werkzeuge, Schneidwaren, Essbestecke",8000,0
Tonga,WA83,Verschiedene Waren aus unedlen Metallen,25000,0
Tonga,WA84,"Maschinen, Apparate, mechanische Geräte",3499000,125000
Tonga,WA85,Elektrotechnische Erzeugnisse,1228000,247000
Tonga,WA86,Schienenfahrzeuge,0,0
Tonga,WA87,"Kraftfahrzeuge, Landfahrzeuge",1424000,0
Tonga,WA88,"Luftfahrzeuge, Raumfahrzeuge",0,0
Tonga,WA89,Wasserfahrzeuge,0,0
Tonga,WA90,"Optische, photografische usw. Erzeugnisse",133000,287000
Tonga,WA91,Uhrmacherwaren,1000,0
Tonga,WA92,Musikinstrumente,0,0
Tonga,WA93,Waffen und Munition,0,0
Tonga,WA94,"Möbel, Beleuchtungskörper usw.",13000,0
Tonga,WA95,"Spielzeug, Spiele usw., Sportgeräte",47000,7000
Tonga,WA96,Verschiedene Waren,3000,0
Tonga,WA97,"Kunstgegenstände, Sammlungsstücke",1000,100000
Tonga,WA98,Vollständige Fabrikationsanlagen,0,0
Tonga,WA99,Zusammenstellungen verschiedener Waren,156000,0
Trinidad und Tobago,WA01,Lebende Tiere,0,4000
Trinidad und Tobago,WA02,Fleisch,2550000,0
Trinidad und Tobago,WA03,"Fische, Krebs- und Weichtiere",81000,3000
Trinidad und Tobago,WA04,"Milch, Milcherzeugnisse, Eier, Honig",67527000,0
Trinidad und Tobago,WA05,Andere Waren tierischen Ursprungs,57000,0
Trinidad und Tobago,WA06,"Pflanzen, Waren des Blumenhandels",34000,0
Trinidad und Tobago,WA07,"Gemüse, Pflanzen für Ernährung",51000,1000
Trinidad und Tobago,WA08,Genießbare Früchte und Nüsse,5000,1000
Trinidad und Tobago,WA09,"Kaffee, Tee, Mate, Gewürze",96000,19000
Trinidad und Tobago,WA10,Getreide,0,1000
Trinidad und Tobago,WA11,"Müllereierzeugnisse, Malz usw.",2881000,1000
Trinidad und Tobago,WA12,"Ölsamen usw., Heilpflanzen usw.",4000,6000
Trinidad und Tobago,WA13,"Schellack, Gummen, Harz, Pflanzensaft",2478000,0
Trinidad und Tobago,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,1000,0
Trinidad und Tobago,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",2254000,65000
Trinidad und Tobago,WA16,"Zubereitungen von Fleisch, Fisch usw.",27000,5000
Trinidad und Tobago,WA17,Zucker und Zuckerwaren,169000,3000
Trinidad und Tobago,WA18,Kakao und Zubereitungen aus Kakao,5325000,3472000
Trinidad und Tobago,WA19,"Zubereitungen aus Getreide usw., Backwaren",3687000,237000
Trinidad und Tobago,WA20,"Zubereitungen von Gemüse, Früchten usw.",11542000,23000
Trinidad und Tobago,WA21,Verschiedene Lebensmittelzubereitungen,13110000,2667000
Trinidad und Tobago,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",3550000,17856000
Trinidad und Tobago,WA23,"Rückstände der Lebensmittelindustrie, Futter",76000,0
Trinidad und Tobago,WA24,Tabak,6715000,3000
Trinidad und Tobago,WA25,"Salz, Schwefel, Steine, Erden usw.",15719000,0
Trinidad und Tobago,WA26,"Erze, Schlacken, Aschen",270000,6998000
Trinidad und Tobago,WA27,Mineralische Brennstoffe usw.,12254000,492221000
Trinidad und Tobago,WA28,Anorganische chemische Erzeugnisse,5712000,97399000
Trinidad und Tobago,WA29,Organische chemische Erzeugnisse,6985000,557850000
Trinidad und Tobago,WA30,Pharmazeutische Erzeugnisse,32060000,3000
Trinidad und Tobago,WA31,Düngemittel,12277000,89612000
Trinidad und Tobago,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",8417000,12000
Trinidad und Tobago,WA33,"Etherische Öle, Riech-, Schönheitsmittel",4005000,6000
Trinidad und Tobago,WA34,"Seifen, Waschmittel usw.",6310000,8000
Trinidad und Tobago,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",2254000,0
Trinidad und Tobago,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Trinidad und Tobago,WA37,Photochemische Erzeugnisse,1252000,10000
Trinidad und Tobago,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,46434000,17000
Trinidad und Tobago,WA39,Kunststoffe und Waren daraus,31508000,5896000
Trinidad und Tobago,WA40,Kautschuk und Waren daraus,36297000,8000
Trinidad und Tobago,WA41,"Häute, Felle, Leder",0,0
Trinidad und Tobago,WA42,"Lederwaren, Sattlerwaren",523000,17000
Trinidad und Tobago,WA43,"Pelzfelle, künstliches Pelzwerk",1000,0
Trinidad und Tobago,WA44,"Holz, Holzwaren, Holzkohle",1874000,0
Trinidad und Tobago,WA45,"Kork, Korkwaren",0,0
Trinidad und Tobago,WA46,"Flechtwaren, Korbmacherwaren",0,0
Trinidad und Tobago,WA47,"Halbstoffe aus Holz usw., Papierabfall",1193000,0
Trinidad und Tobago,WA48,"Papier, Pappe und Waren daraus",78901000,13000
Trinidad und Tobago,WA49,"Bücher, Zeitungen, Bilddrucke usw.",5189000,56000
Trinidad und Tobago,WA50,Seide,0,0
Trinidad und Tobago,WA51,"Wolle, feine und grobe Tierhaare",27000,0
Trinidad und Tobago,WA52,Baumwolle,99000,0
Trinidad und Tobago,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",22000,0
Trinidad und Tobago,WA54,Synthetisches oder künstliches Filament,549000,3000
Trinidad und Tobago,WA55,Synthetische oder künstliche Spinnfaser,417000,0
Trinidad und Tobago,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",557000,0
Trinidad und Tobago,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",252000,0
Trinidad und Tobago,WA58,"Spezialgewebe, Spitzen, Tapisserien",17000,4000
Trinidad und Tobago,WA59,"Getränkte, bestrichene usw. Gewebe",1743000,0
Trinidad und Tobago,WA60,Gewirke und Gestricke,207000,12000
Trinidad und Tobago,WA61,"Bekleidung usw. aus Gewirken, Gestricken",2617000,46000
Trinidad und Tobago,WA62,"Andere Bekleidung, Bekleidungszubehör",1697000,83000
Trinidad und Tobago,WA63,"Andere Konfektion, Spinnstoffwaren usw.",1895000,8000
Trinidad und Tobago,WA64,"Schuhe, Gamaschen, ähnliche Waren",1946000,21000
Trinidad und Tobago,WA65,Kopfbedeckungen und Teile davon,148000,2000
Trinidad und Tobago,WA66,"Schirme, Gehstöcke usw., Peitschen",111000,0
Trinidad und Tobago,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",3000,0
Trinidad und Tobago,WA68,"Waren aus Steinen, Gips, Zement usw.",12589000,0
Trinidad und Tobago,WA69,Keramische Waren,14441000,1000
Trinidad und Tobago,WA70,Glas und Glaswaren,2253000,7000
Trinidad und Tobago,WA71,"Perlen, Edelsteine, Edelmetalle",75317000,57041000
Trinidad und Tobago,WA72,Eisen und Stahl,60205000,336625000
Trinidad und Tobago,WA73,Waren aus Eisen oder Stahl,63091000,56000
Trinidad und Tobago,WA74,Kupfer und Waren daraus,81868000,676000
Trinidad und Tobago,WA75,Nickel und Waren daraus,1956000,710000
Trinidad und Tobago,WA76,Aluminium und Waren daraus,3873000,165000
Trinidad und Tobago,WA78,Blei und Waren daraus,139000,4000
Trinidad und Tobago,WA79,Zink und Waren daraus,115000,0
Trinidad und Tobago,WA80,Zinn und Waren daraus,138000,0
Trinidad und Tobago,WA81,"Andere unedle Metalle, Cermets usw.",218000,3000
Trinidad und Tobago,WA82,"Werkzeuge, Schneidwaren, Essbestecke",6617000,84000
Trinidad und Tobago,WA83,Verschiedene Waren aus unedlen Metallen,2880000,11000
Trinidad und Tobago,WA84,"Maschinen, Apparate, mechanische Geräte",472500000,3408000
Trinidad und Tobago,WA85,Elektrotechnische Erzeugnisse,103246000,1347000
Trinidad und Tobago,WA86,Schienenfahrzeuge,232000,3000
Trinidad und Tobago,WA87,"Kraftfahrzeuge, Landfahrzeuge",303009000,1236000
Trinidad und Tobago,WA88,"Luftfahrzeuge, Raumfahrzeuge",71000,0
Trinidad und Tobago,WA89,Wasserfahrzeuge,18704000,2317000
Trinidad und Tobago,WA90,"Optische, photografische usw. Erzeugnisse",112668000,1569000
Trinidad und Tobago,WA91,Uhrmacherwaren,127000,1000
Trinidad und Tobago,WA92,Musikinstrumente,36000,96000
Trinidad und Tobago,WA93,Waffen und Munition,1041000,0
Trinidad und Tobago,WA94,"Möbel, Beleuchtungskörper usw.",7719000,1000
Trinidad und Tobago,WA95,"Spielzeug, Spiele usw., Sportgeräte",1678000,33000
Trinidad und Tobago,WA96,Verschiedene Waren,2383000,8000
Trinidad und Tobago,WA97,"Kunstgegenstände, Sammlungsstücke",211000,298000
Trinidad und Tobago,WA98,Vollständige Fabrikationsanlagen,263981000,0
Trinidad und Tobago,WA99,Zusammenstellungen verschiedener Waren,22696000,14848000
Tschad,WA01,Lebende Tiere,0,5000
Tschad,WA02,Fleisch,389000,40000
Tschad,WA03,"Fische, Krebs- und Weichtiere",1000,0
Tschad,WA04,"Milch, Milcherzeugnisse, Eier, Honig",651000,0
Tschad,WA05,Andere Waren tierischen Ursprungs,0,2000
Tschad,WA06,"Pflanzen, Waren des Blumenhandels",0,0
Tschad,WA07,"Gemüse, Pflanzen für Ernährung",43000,0
Tschad,WA08,Genießbare Früchte und Nüsse,6000,0
Tschad,WA09,"Kaffee, Tee, Mate, Gewürze",13000,0
Tschad,WA10,Getreide,0,0
Tschad,WA11,"Müllereierzeugnisse, Malz usw.",884000,0
Tschad,WA12,"Ölsamen usw., Heilpflanzen usw.",7000,20011000
Tschad,WA13,"Schellack, Gummen, Harz, Pflanzensaft",1925000,16421000
Tschad,WA14,Flechtstoffe usw. pflanzlichen Ursprungs,1000,0
Tschad,WA15,"Tierische und pflanzliche Fette, Öle, Wachs",34000,0
Tschad,WA16,"Zubereitungen von Fleisch, Fisch usw.",16000,0
Tschad,WA17,Zucker und Zuckerwaren,23000,0
Tschad,WA18,Kakao und Zubereitungen aus Kakao,53000,0
Tschad,WA19,"Zubereitungen aus Getreide usw., Backwaren",15877000,0
Tschad,WA20,"Zubereitungen von Gemüse, Früchten usw.",146000,6000
Tschad,WA21,Verschiedene Lebensmittelzubereitungen,1702000,0
Tschad,WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",32393000,10000
Tschad,WA23,"Rückstände der Lebensmittelindustrie, Futter",0,0
Tschad,WA24,Tabak,54000,0
Tschad,WA25,"Salz, Schwefel, Steine, Erden usw.",6162000,1000
Tschad,WA26,"Erze, Schlacken, Aschen",0,0
Tschad,WA27,Mineralische Brennstoffe usw.,88000,4077210000
Tschad,WA28,Anorganische chemische Erzeugnisse,137000,0
Tschad,WA29,Organische chemische Erzeugnisse,224000,0
Tschad,WA30,Pharmazeutische Erzeugnisse,12898000,0
Tschad,WA31,Düngemittel,423000,0
Tschad,WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",5443000,0
Tschad,WA33,"Etherische Öle, Riech-, Schönheitsmittel",12475000,0
Tschad,WA34,"Seifen, Waschmittel usw.",295000,0
Tschad,WA35,"Eiweißstoffe, Klebstoffe, Enzyme",344000,0
Tschad,WA36,"Sprengstoffe, pyrotechnische Artikel usw.",0,0
Tschad,WA37,Photochemische Erzeugnisse,93000,0
Tschad,WA38,Verschiedene Erzeugnisse der Chemischen Industrie,4721000,0
Tschad,WA39,Kunststoffe und Waren daraus,4973000,1000
Tschad,WA40,Kautschuk und Waren daraus,1073000,0
Tschad,WA41,"Häute, Felle, Leder",0,1000
Tschad,WA42,"Lederwaren, Sattlerwaren",893000,0
Tschad,WA43,"Pelzfelle, künstliches Pelzwerk",2000,0
Tschad,WA44,"Holz, Holzwaren, Holzkohle",370000,0
Tschad,WA45,"Kork, Korkwaren",0,0
Tschad,WA46,"Flechtwaren, Korbmacherwaren",1000,0
Tschad,WA47,"Halbstoffe aus Holz usw., Papierabfall",62000,0
Tschad,WA48,"Papier, Pappe und Waren daraus",4151000,1000
Tschad,WA49,"Bücher, Zeitungen, Bilddrucke usw.",286000,83000
Tschad,WA50,Seide,0,0
Tschad,WA51,"Wolle, feine und grobe Tierhaare",0,0
Tschad,WA52,Baumwolle,222000,33465000
Tschad,WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",0,0
Tschad,WA54,Synthetisches oder künstliches Filament,28000,0
Tschad,WA55,Synthetische oder künstliche Spinnfaser,2009000,0
Tschad,WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",45000,0
Tschad,WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",129000,0
Tschad,WA58,"Spezialgewebe, Spitzen, Tapisserien",31000,0
Tschad,WA59,"Getränkte, bestrichene usw. Gewebe",321000,0
Tschad,WA60,Gewirke und Gestricke,139000,0
Tschad,WA61,"Bekleidung usw. aus Gewirken, Gestricken",308000,4000
Tschad,WA62,"Andere Bekleidung, Bekleidungszubehör",290000,7000
Tschad,WA63,"Andere Konfektion, Spinnstoffwaren usw.",24480000,1000
Tschad,WA64,"Schuhe, Gamaschen, ähnliche Waren",73000,0
Tschad,WA65,Kopfbedeckungen und Teile davon,12000,0
Tschad,WA66,"Schirme, Gehstöcke usw., Peitschen",1000,0
Tschad,WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",0,0
Tschad,WA68,"Waren aus Steinen, Gips, Zement usw.",2996000,0
Tschad,WA69,Keramische Waren,411000,0
Tschad,WA70,Glas und Glaswaren,235000,0
Tschad,WA71,"Perlen, Edelsteine, Edelmetalle",3450000,7089000
Tschad,WA72,Eisen und Stahl,52000,9000
Tschad,WA73,Waren aus Eisen oder Stahl,6884000,30000
Tschad,WA74,Kupfer und Waren daraus,57000,0
Tschad,WA75,Nickel und Waren daraus,6000,0
Tschad,WA76,Aluminium und Waren daraus,2474000,0
Tschad,WA78,Blei und Waren daraus,0,0
Tschad,WA79,Zink und Waren daraus,42000,0
Tschad,WA80,Zinn und Waren daraus,0,0
Tschad,WA81,"Andere unedle Metalle, Cermets usw.",0,0
Tschad,WA82,"Werkzeuge, Schneidwaren, Essbestecke",944000,0
Tschad,WA83,Verschiedene Waren aus unedlen Metallen,157000,0
Tschad,WA84,"Maschinen, Apparate, mechanische Geräte",67504000,192000
Tschad,WA85,Elektrotechnische Erzeugnisse,26043000,35000
Tschad,WA86,Schienenfahrzeuge,237000,0
Tschad,WA87,"Kraftfahrzeuge, Landfahrzeuge",32911000,13000
Tschad,WA88,"Luftfahrzeuge, Raumfahrzeuge",663000,1519000
Tschad,WA89,Wasserfahrzeuge,46000,0
Tschad,WA90,"Optische, photografische usw. Erzeugnisse",19924000,322000
Tschad,WA91,Uhrmacherwaren,98000,140000
Tschad,WA92,Musikinstrumente,22000,0
Tschad,WA93,Waffen und Munition,6000,0
Tschad,WA94,"Möbel, Beleuchtungskörper usw.",1683000,0
Tschad,WA95,"Spielzeug, Spiele usw., Sportgeräte",93000,1000
Tschad,WA96,Verschiedene Waren,483000,0
Tschad,WA97,"Kunstgegenstände, Sammlungsstücke",0,0
Tschad,WA98,Vollständige Fabrikationsanlagen,0,0
Tschad,WA99,Zusammenstellungen verschiedener Waren,6266000,567000
Tschechien (ab 1993),WA01,Lebende Tiere,407249000,932429000
Tschechien (ab 1993),WA02,Fleisch,4909017000,341319000
Tschechien (ab 1993),WA03,"Fische, Krebs- und Weichtiere",399719000,139129000
Tschechien (ab 1993),WA04,"Milch, Milcherzeugnisse, Eier, Honig",3618008000,4301242000
Tschechien (ab 1993),WA05,Andere Waren tierischen Ursprungs,356148000,213897000
Tschechien (ab 1993),WA06,"Pflanzen, Waren des Blumenhandels",485549000,111672000
Tschechien (ab 1993),WA07,"Gemüse, Pflanzen für Ernährung",792360000,220654000
Tschechien (ab 1993),WA08,Genießbare Früchte und Nüsse,1490834000,147565000
Tschechien (ab 1993),WA09,"Kaffee, Tee, Mate, Gewürze",1658573000,502480000
Tschechien (ab 1993),WA10,Getreide,146345000,7393039000
Tschechien (ab 1993),WA11,"Müllereierzeugnisse, Malz usw.",250837000,350243000
Tschechien (ab 1993),WA12,"Ölsamen usw., Heilpflanzen usw.",636692000,2871798000
Tschechien (ab 1993),WA13,"Schellack, Gummen, Harz, Pflanzensaft",183585000,115658000
Tschechien (ab 1993),WA14,Flechtstoffe usw. pflanzlichen Ursprungs,4913000,1353000
Tschechien (ab 1993),WA15,"Tierische und pflanzliche Fette, Öle, Wachs",1163370000,835190000
Tschechien (ab 1993),WA16,"Zubereitungen von Fleisch, Fisch usw.",919975000,142496000
Tschechien (ab 1993),WA17,Zucker und Zuckerwaren,734894000,560422000
Tschechien (ab 1993),WA18,Kakao und Zubereitungen aus Kakao,2245669000,487960000
Tschechien (ab 1993),WA19,"Zubereitungen aus Getreide usw., Backwaren",2501212000,785677000
Tschechien (ab 1993),WA20,"Zubereitungen von Gemüse, Früchten usw.",1104579000,173526000
Tschechien (ab 1993),WA21,Verschiedene Lebensmittelzubereitungen,2467038000,1057096000
Tschechien (ab 1993),WA22,"Getränke, alkoholhaltige Flüssigkeiten, Essig",1933826000,1347414000
Tschechien (ab 1993),WA23,"Rückstände der Lebensmittelindustrie, Futter",4308068000,2178770000
Tschechien (ab 1993),WA24,Tabak,1319843000,2139312000
Tschechien (ab 1993),WA25,"Salz, Schwefel, Steine, Erden usw.",1348482000,1089286000
Tschechien (ab 1993),WA26,"Erze, Schlacken, Aschen",108791000,91755000
Tschechien (ab 1993),WA27,Mineralische Brennstoffe usw.,34053845000,18031926000
Tschechien (ab 1993),WA28,Anorganische chemische Erzeugnisse,3240196000,2267313000
Tschechien (ab 1993),WA29,Organische chemische Erzeugnisse,4814932000,2733091000
Tschechien (ab 1993),WA30,Pharmazeutische Erzeugnisse,15851267000,8355137000
Tschechien (ab 1993),WA31,Düngemittel,1105454000,1500733000
Tschechien (ab 1993),WA32,"Gerb- und Farbstoffe, Farben, Lacke usw.",6560772000,1619341000
Tschechien (ab 1993),WA33,"Etherische Öle, Riech-, Schönheitsmittel",5221494000,863660000
Tschechien (ab 1993),WA34,"Seifen, Waschmittel usw.",2963328000,2222752000
Tschechien (ab 1993),WA35,"Eiweißstoffe, Klebstoffe, Enzyme",1219042000,83447000
Tschechien (ab 1993),WA36,"Sprengstoffe, pyrotechnische Artikel usw.",84703000,356098000
Tschechien (ab 1993),WA37,Photochemische Erzeugnisse,271210000,100570000
Tschechien (ab 1993),WA38,Verschiedene Erzeugnisse der Chemischen Industrie,15025134000,2456585000
Tschechien (ab 1993),WA39,Kunststoffe und Waren daraus,44536709000,24916863000
Tschechien (ab 1993),WA40,Kautschuk und Waren daraus,10172957000,16590506000
Tschechien (ab 1993),WA41,"Häute, Felle, Leder",619569000,259031000
Tschechien (ab 1993),WA42,"Lederwaren, Sattlerwaren",1091421000,1052496000
Tschechien (ab 1993),WA43,"Pelzfelle, künstliches Pelzwerk",43490000,47112000
Tschechien (ab 1993),WA44,"Holz, Holzwaren, Holzkohle",3668535000,11310049000
Tschechien (ab 1993),WA45,"Kork, Korkwaren",19522000,2855000
Tschechien (ab 1993),WA46,"Flechtwaren, Korbmacherwaren",33379000,2157000
Tschechien (ab 1993),WA47,"Halbstoffe aus Holz usw., Papierabfall",761139000,1465469000
Tschechien (ab 1993),WA48,"Papier, Pappe und Waren daraus",11038974000,5786338000
Tschechien (ab 1993),WA49,"Bücher, Zeitungen, Bilddrucke usw.",4063364000,4691030000
Tschechien (ab 1993),WA50,Seide,9886000,1017000
Tschechien (ab 1993),WA51,"Wolle, feine und grobe Tierhaare",1087179000,436661000
Tschechien (ab 1993),WA52,Baumwolle,804782000,379007000
Tschechien (ab 1993),WA53,"Andere pflanzliche Spinnstoffe, Papiergarn",17827000,10204000
Tschechien (ab 1993),WA54,Synthetisches oder künstliches Filament,1165387000,993542000
Tschechien (ab 1993),WA55,Synthetische oder künstliche Spinnfaser,991966000,989245000
Tschechien (ab 1993),WA56,"Watte, Filz, Vliesstoff usw., Tauwerk",2692136000,1461197000
Tschechien (ab 1993),WA57,"Teppiche, Fußbodenbelag aus Spinnstoff",969620000,597278000
Tschechien (ab 1993),WA58,"Spezialgewebe, Spitzen, Tapisserien",760100000,271077000
Tschechien (ab 1993),WA59,"Getränkte, bestrichene usw. Gewebe",1571672000,631537000
Tschechien (ab 1993),WA60,Gewirke und Gestricke,541257000,190139000
Tschechien (ab 1993),WA61,"Bekleidung usw. aus Gewirken, Gestricken",4568114000,2076009000
Tschechien (ab 1993),WA62,"Andere Bekleidung, Bekleidungszubehör",3600001000,2080705000
Tschechien (ab 1993),WA63,"Andere Konfektion, Spinnstoffwaren usw.",1643532000,2512249000
Tschechien (ab 1993),WA64,"Schuhe, Gamaschen, ähnliche Waren",3000502000,1068832000
Tschechien (ab 1993),WA65,Kopfbedeckungen und Teile davon,242012000,288385000
Tschechien (ab 1993),WA66,"Schirme, Gehstöcke usw., Peitschen",50017000,123381000
Tschechien (ab 1993),WA67,"Zugerichtete Federn, Daunen, künstliche Blumen",42244000,4042000
Tschechien (ab 1993),WA68,"Waren aus Steinen, Gips, Zement usw.",2302343000,2776766000
Tschechien (ab 1993),WA69,Keramische Waren,1902633000,2291363000
Tschechien (ab 1993),WA70,Glas und Glaswaren,3585711000,6400494000
Tschechien (ab 1993),WA71,"Perlen, Edelsteine, Edelmetalle",2502550000,3071017000
Tschechien (ab 1993),WA72,Eisen und Stahl,20449711000,17634009000
Tschechien (ab 1993),WA73,Waren aus Eisen oder Stahl,22483387000,30173853000
Tschechien (ab 1993),WA74,Kupfer und Waren daraus,9071261000,3357828000
Tschechien (ab 1993),WA75,Nickel und Waren daraus,254329000,109713000
Tschechien (ab 1993),WA76,Aluminium und Waren daraus,9489818000,8643993000
Tschechien (ab 1993),WA78,Blei und Waren daraus,1784601000,607191000
Tschechien (ab 1993),WA79,Zink und Waren daraus,534652000,266743000
Tschechien (ab 1993),WA80,Zinn und Waren daraus,141103000,26505000
Tschechien (ab 1993),WA81,"Andere unedle Metalle, Cermets usw.",546786000,410900000
Tschechien (ab 1993),WA82,"Werkzeuge, Schneidwaren, Essbestecke",4734538000,3539253000
Tschechien (ab 1993),WA83,Verschiedene Waren aus unedlen Metallen,6420188000,9140937000
Tschechien (ab 1993),WA84,"Maschinen, Apparate, mechanische Geräte",122488689000,128056484000
Tschechien (ab 1993),WA85,Elektrotechnische Erzeugnisse,100342968000,119256203000
Tschechien (ab 1993),WA86,Schienenfahrzeuge,1401551000,2395107000
Tschechien (ab 1993),WA87,"Kraftfahrzeuge, Landfahrzeuge",77854240000,158794766000
Tschechien (ab 1993),WA88,"Luftfahrzeuge, Raumfahrzeuge",1261450000,1036834000
